id,Tipo_despesa,Data,Fornecedor,Valor (R$),nome,partido,uf,email
204528,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-05,BRASIL CLOUD SERVIÇOS DE COMPUTAÇAO EM NUVEM LTDA ME,582.0,Adriana Ventura,NOVO,SP,dep.adrianaventura@camara.leg.br
204528,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-05,BRASIL CLOUD SERVIÇOS DE COMPUTAÇAO EM NUVEM LTDA ME,582.0,Adriana Ventura,NOVO,SP,dep.adrianaventura@camara.leg.br
204528,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-03,BRASIL CLOUD SERVIÇOS DE COMPUTAÇAO EM NUVEM LTDA ME,596.0,Adriana Ventura,NOVO,SP,dep.adrianaventura@camara.leg.br
204528,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-06,BRASIL CLOUD SERVIÇOS DE COMPUTAÇAO EM NUVEM LTDA ME,596.0,Adriana Ventura,NOVO,SP,dep.adrianaventura@camara.leg.br
204528,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-23,Canva,24.25,Adriana Ventura,NOVO,SP,dep.adrianaventura@camara.leg.br
204528,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-01,Canva Pty. Ltd.,289.9,Adriana Ventura,NOVO,SP,dep.adrianaventura@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-12,CILIA MARIA DE PAIVA - RAYDEL PAPELARIA,95.0,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-27,DOMUS COMERCIO CELULAR INFORMATICA LTDA,63.6,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-06,"EMBALE LIMPE EMBALAGENS, LIMPEZA E MERCEARIA LTDA",502.0,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-15,"EMBALE LIMPE EMBALAGENS, LIMPEZA E MERCEARIA LTDA",695.0,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-09,ENEL - COMPANHIA DE ENERGIA ELÉTRICA,756.5,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-10,ENEL - COMPANHIA DE ENERGIA ELÉTRICA,681.81,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-11,ENEL - COMPANHIA DE ENERGIA ELÉTRICA,741.95,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-09,ENEL - COMPANHIA DE ENERGIA ELÉTRICA,880.69,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-11,JOSE AUGUSTO FAVORETTO,5000.0,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-21,PAPELARIA TRIBUTARIA LTDA,406.2,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-22,PREFEITURA DE GOIÂNIA,436.81,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-20,PREFEITURA DE GOIÂNIA,429.67,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-21,PREFEITURA DE GOIÂNIA,435.39,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-18,PREFEITURA DE GOIÂNIA,429.67,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
121948,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-20,PREFEITURA DE GOIÂNIA,441.06,Adriano do Baldy,PP,GO,dep.adrianodobaldy@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-08-05,ANUAR DONATO CONSULT. IMOBILIARIA,7723.9,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-01,ANUAR DONATO CONSULT. IMOBILIARIA,6515.4,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-22,ANUAR DONATO CONSULT. IMOBILIARIA,6515.4,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-29,ANUAR DONATO CONSULT. IMOBILIARIA,6515.4,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-28,ANUAR DONATO CONSULT. IMOBILIARIA,6515.4,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-08,CEMIG DISTRIBUIÇÃO S.A.,456.03,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-08,CEMIG DISTRIBUIÇÃO S.A.,631.9,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-07,CEMIG DISTRIBUIÇÃO S.A.,388.05,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-07,CEMIG DISTRIBUIÇÃO S.A.,372.35,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-09,CEMIG DISTRIBUIÇÃO S.A.,362.05,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-19,CLARO NEXTEL TELECOMUNICAÇÕES S.A,386.58,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-17,CLARO NEXTEL TELECOMUNICAÇÕES S.A,386.58,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-17,CLARO NEXTEL TELECOMUNICAÇÕES S.A,386.58,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-18,CLARO NEXTEL TELECOMUNICAÇÕES S.A,385.98,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
74646,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-17,CLARO NEXTEL TELECOMUNICAÇÕES S.A,394.58,Aécio Neves,PSDB,MG,dep.aecioneves@camara.leg.br
136811,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-03,.COM LOCAÇÕES,1105.26,Afonso Hamm,PP,RS,dep.afonsohamm@camara.leg.br
